자치구,연도,범죄유형,구분,건수
서대문구,2021,폭력,발생,1109
서대문구,2021,폭력,검거,907
서대문구,2022,소계,발생,2374
서대문구,2022,소계,검거,1605
서대문구,2022,살인,발생,5
서대문구,2022,살인,검거,4
서대문구,2022,강도,발생,6
서대문구,2022,강도,검거,6
서대문구,2022,강간·강제추행,발생,157
서대문구,2022,강간·강제추행,검거,144
서대문구,2022,절도,발생,1114
서대문구,2022,절도,검거,565
서대문구,2022,폭력,발생,1092
서대문구,2022,폭력,검거,886
서대문구,2023,소계,발생,2385
서대문구,2023,소계,검거,1641
서대문구,2023,살인,발생,5
서대문구,2023,살인,검거,5
서대문구,2023,강도,발생,0
서대문구,2023,강도,검거,2
서대문구,2023,강간·강제추행,발생,160
서대문구,2023,강간·강제추행,검거,132
서대문구,2023,절도,발생,1194
서대문구,2023,절도,검거,668
서대문구,2023,폭력,발생,1026
서대문구,2023,폭력,검거,834
서대문구,2024,소계,발생,2054
서대문구,2024,소계,검거,1486
서대문구,2024,살인,발생,3
서대문구,2024,살인,검거,3
서대문구,2024,강도,발생,0
서대문구,2024,강도,검거,0
서대문구,2024,강간·강제추행,발생,131
서대문구,2024,강간·강제추행,검거,119
서대문구,2024,절도,발생,1014
서대문구,2024,절도,검거,588
서대문구,2024,폭력,발생,906
서대문구,2024,폭력,검거,776
마포구,2014,소계,발생,5740
마포구,2014,소계,검거,3136
마포구,2014,살인,발생,4
마포구,2014,살인,검거,4
마포구,2014,강도,발생,22
마포구,2014,강도,검거,9
마포구,2014,강간·강제추행,발생,265
마포구,2014,강간·강제추행,검거,218
마포구,2014,절도,발생,2763
마포구,2014,절도,검거,742
마포구,2014,폭력,발생,2686
마포구,2014,폭력,검거,2163
마포구,2015,소계,발생,5854
마포구,2015,소계,검거,3597
마포구,2015,살인,발생,8
마포구,2015,살인,검거,8
마포구,2015,강도,발생,14
마포구,2015,강도,검거,10
마포구,2015,강간·강제추행,발생,294
마포구,2015,강간·강제추행,검거,247
마포구,2015,절도,발생,2555
마포구,2015,절도,검거,813
마포구,2015,폭력,발생,2983
마포구,2015,폭력,검거,2519
마포구,2016,소계,발생,5873
마포구,2016,소계,검거,3771
마포구,2016,살인,발생,4
마포구,2016,살인,검거,4
마포구,2016,강도,발생,4
마포구,2016,강도,검거,7
마포구,2016,강간·강제추행,발생,399
마포구,2016,강간·강제추행,검거,320
마포구,2016,절도,발생,2527
마포구,2016,절도,검거,940
마포구,2016,폭력,발생,2939
마포구,2016,폭력,검거,2500
마포구,2017,소계,발생,5278
마포구,2017,소계,검거,3499
마포구,2017,살인,발생,3
마포구,2017,살인,검거,3
마포구,2017,강도,발생,8
마포구,2017,강도,검거,8
마포구,2017,강간·강제추행,발생,500
마포구,2017,강간·강제추행,검거,429
마포구,2017,절도,발생,2094
마포구,2017,절도,검거,837
마포구,2017,폭력,발생,2673
마포구,2017,폭력,검거,2222
마포구,2018,소계,발생,5172
마포구,2018,소계,검거,3569
마포구,2018,살인,발생,6
마포구,2018,살인,검거,6
마포구,2018,강도,발생,6
마포구,2018,강도,검거,7
마포구,2018,강간·강제추행,발생,473
마포구,2018,강간·강제추행,검거,396
마포구,2018,절도,발생,2011
마포구,2018,절도,검거,882
마포구,2018,폭력,발생,2676
마포구,2018,폭력,검거,2278
마포구,2019,소계,발생,4842
마포구,2019,소계,검거,3170
마포구,2019,살인,발생,2
마포구,2019,살인,검거,2
마포구,2019,강도,발생,2
마포구,2019,강도,검거,2
마포구,2019,강간·강제추행,발생,495
마포구,2019,강간·강제추행,검거,417
마포구,2019,절도,발생,2190
마포구,2019,절도,검거,917
마포구,2019,폭력,발생,2153
마포구,2019,폭력,검거,1832
마포구,2020,소계,발생,3688
마포구,2020,소계,검거,2534
마포구,2020,살인,발생,9
마포구,2020,살인,검거,8
마포구,2020,강도,발생,4
마포구,2020,강도,검거,3
마포구,2020,강간·강제추행,발생,348
마포구,2020,강간·강제추행,검거,287
마포구,2020,절도,발생,1483
마포구,2020,절도,검거,679
마포구,2020,폭력,발생,1844
마포구,2020,폭력,검거,1557
마포구,2021,소계,발생,3540
마포구,2021,소계,검거,2379
마포구,2021,살인,발생,4
마포구,2021,살인,검거,3
마포구,2021,강도,발생,4
마포구,2021,강도,검거,4
마포구,2021,강간·강제추행,발생,321
마포구,2021,강간·강제추행,검거,275
마포구,2021,절도,발생,1510
마포구,2021,절도,검거,730
마포구,2021,폭력,발생,1701
마포구,2021,폭력,검거,1367
마포구,2022,소계,발생,4096
마포구,2022,소계,검거,2814
마포구,2022,살인,발생,2
마포구,2022,살인,검거,2
마포구,2022,강도,발생,2
마포구,2022,강도,검거,1
마포구,2022,강간·강제추행,발생,436
마포구,2022,강간·강제추행,검거,368
마포구,2022,절도,발생,1451
마포구,2022,절도,검거,653
마포구,2022,폭력,발생,2205
마포구,2022,폭력,검거,1790
마포구,2023,소계,발생,3834
마포구,2023,소계,검거,2888
마포구,2023,살인,발생,3
마포구,2023,살인,검거,1
마포구,2023,강도,발생,4
마포구,2023,강도,검거,4
마포구,2023,강간·강제추행,발생,447
마포구,2023,강간·강제추행,검거,339
마포구,2023,절도,발생,1472
마포구,2023,절도,검거,856
마포구,2023,폭력,발생,1908
마포구,2023,폭력,검거,1688
마포구,2024,소계,발생,3891
마포구,2024,소계,검거,3033
마포구,2024,살인,발생,4
마포구,2024,살인,검거,3
마포구,2024,강도,발생,4
마포구,2024,강도,검거,5
마포구,2024,강간·강제추행,발생,503
마포구,2024,강간·강제추행,검거,389
마포구,2024,절도,발생,1471
마포구,2024,절도,검거,949
마포구,2024,폭력,발생,1909
마포구,2024,폭력,검거,1687
양천구,2014,소계,발생,4642
양천구,2014,소계,검거,2654
양천구,2014,살인,발생,5
양천구,2014,살인,검거,5
양천구,2014,강도,발생,11
양천구,2014,강도,검거,10
양천구,2014,강간·강제추행,발생,129
양천구,2014,강간·강제추행,검거,96
양천구,2014,절도,발생,2058
양천구,2014,절도,검거,630
양천구,2014,폭력,발생,2439
양천구,2014,폭력,검거,1913
양천구,2015,소계,발생,4528
양천구,2015,소계,검거,2815
양천구,2015,살인,발생,3
양천구,2015,살인,검거,5
양천구,2015,강도,발생,6
양천구,2015,강도,검거,3
양천구,2015,강간·강제추행,발생,120
양천구,2015,강간·강제추행,검거,105
양천구,2015,절도,발생,1890
양천구,2015,절도,검거,672
양천구,2015,폭력,발생,2509
양천구,2015,폭력,검거,2030
양천구,2016,소계,발생,4112
양천구,2016,소계,검거,2793
양천구,2016,살인,발생,5
양천구,2016,살인,검거,5
양천구,2016,강도,발생,7
양천구,2016,강도,검거,7
양천구,2016,강간·강제추행,발생,131
양천구,2016,강간·강제추행,검거,108
양천구,2016,절도,발생,1719
양천구,2016,절도,검거,755
양천구,2016,폭력,발생,2250
양천구,2016,폭력,검거,1918
양천구,2017,소계,발생,3882
양천구,2017,소계,검거,2660
양천구,2017,살인,발생,3
양천구,2017,살인,검거,2
양천구,2017,강도,발생,3
양천구,2017,강도,검거,2
양천구,2017,강간·강제추행,발생,138
양천구,2017,강간·강제추행,검거,122
양천구,2017,절도,발생,1590
양천구,2017,절도,검거,756
양천구,2017,폭력,발생,2148
양천구,2017,폭력,검거,1778
양천구,2018,소계,발생,3515
양천구,2018,소계,검거,2459
양천구,2018,살인,발생,2
양천구,2018,살인,검거,3
양천구,2018,강도,발생,4
양천구,2018,강도,검거,14
양천구,2018,강간·강제추행,발생,120
양천구,2018,강간·강제추행,검거,111
양천구,2018,절도,발생,1384
양천구,2018,절도,검거,646
양천구,2018,폭력,발생,2005
양천구,2018,폭력,검거,1685
양천구,2019,소계,발생,3214
양천구,2019,소계,검거,2124
양천구,2019,살인,발생,6
양천구,2019,살인,검거,6
양천구,2019,강도,발생,2
양천구,2019,강도,검거,2
양천구,2019,강간·강제추행,발생,127
양천구,2019,강간·강제추행,검거,112
양천구,2019,절도,발생,1477
양천구,2019,절도,검거,634
양천구,2019,폭력,발생,1602
양천구,2019,폭력,검거,1370
양천구,2020,소계,발생,3216
양천구,2020,소계,검거,2086
양천구,2020,살인,발생,5
양천구,2020,살인,검거,5
양천구,2020,강도,발생,3
양천구,2020,강도,검거,3
양천구,2020,강간·강제추행,발생,109
양천구,2020,강간·강제추행,검거,90
양천구,2020,절도,발생,1517
양천구,2020,절도,검거,718
양천구,2020,폭력,발생,1582
양천구,2020,폭력,검거,1270
양천구,2021,소계,발생,3015
양천구,2021,소계,검거,2085
양천구,2021,살인,발생,1
양천구,2021,살인,검거,1
양천구,2021,강도,발생,3
양천구,2021,강도,검거,3
양천구,2021,강간·강제추행,발생,116
양천구,2021,강간·강제추행,검거,92
양천구,2021,절도,발생,1349
양천구,2021,절도,검거,700
양천구,2021,폭력,발생,1546
양천구,2021,폭력,검거,1289
양천구,2022,소계,발생,3169
양천구,2022,소계,검거,2130
양천구,2022,살인,발생,2
양천구,2022,살인,검거,2
양천구,2022,강도,발생,3
양천구,2022,강도,검거,3
양천구,2022,강간·강제추행,발생,114
양천구,2022,강간·강제추행,검거,92
양천구,2022,절도,발생,1474
양천구,2022,절도,검거,781
양천구,2022,폭력,발생,1576
양천구,2022,폭력,검거,1252
양천구,2023,소계,발생,3019
양천구,2023,소계,검거,2135
양천구,2023,살인,발생,6
양천구,2023,살인,검거,5
양천구,2023,강도,발생,2
양천구,2023,강도,검거,2
양천구,2023,강간·강제추행,발생,113
양천구,2023,강간·강제추행,검거,93
양천구,2023,절도,발생,1404
양천구,2023,절도,검거,732
양천구,2023,폭력,발생,1494
양천구,2023,폭력,검거,1303
양천구,2024,소계,발생,3000
양천구,2024,소계,검거,2113
양천구,2024,살인,발생,4
양천구,2024,살인,검거,4
양천구,2024,강도,발생,1
양천구,2024,강도,검거,1
양천구,2024,강간·강제추행,발생,109
양천구,2024,강간·강제추행,검거,88
양천구,2024,절도,발생,1518
양천구,2024,절도,검거,832
양천구,2024,폭력,발생,1368
양천구,2024,폭력,검거,1188
강서구,2014,소계,발생,5289
강서구,2014,소계,검거,3225
강서구,2014,살인,발생,8
강서구,2014,살인,검거,6
강서구,2014,강도,발생,9
강서구,2014,강도,검거,9
강서구,2014,강간·강제추행,발생,214
강서구,2014,강간·강제추행,검거,179
강서구,2014,절도,발생,2341
강서구,2014,절도,검거,734
강서구,2014,폭력,발생,2717
강서구,2014,폭력,검거,2297
강서구,2015,소계,발생,5585
강서구,2015,소계,검거,4190
강서구,2015,살인,발생,7
강서구,2015,살인,검거,8
강서구,2015,강도,발생,13
강서구,2015,강도,검거,13
강서구,2015,강간·강제추행,발생,262
강서구,2015,강간·강제추행,검거,191
강서구,2015,절도,발생,2096
강서구,2015,절도,검거,1260
강서구,2015,폭력,발생,3207
강서구,2015,폭력,검거,2718
강서구,2016,소계,발생,5450
강서구,2016,소계,검거,4097
강서구,2016,살인,발생,9
강서구,2016,살인,검거,10
강서구,2016,강도,발생,10
강서구,2016,강도,검거,10
강서구,2016,강간·강제추행,발생,275
강서구,2016,강간·강제추행,검거,239
강서구,2016,절도,발생,1952
강서구,2016,절도,검거,1070
강서구,2016,폭력,발생,3204
강서구,2016,폭력,검거,2768
강서구,2017,소계,발생,5135
강서구,2017,소계,검거,3927
강서구,2017,살인,발생,11
강서구,2017,살인,검거,11
강서구,2017,강도,발생,4
강서구,2017,강도,검거,6
강서구,2017,강간·강제추행,발생,316
강서구,2017,강간·강제추행,검거,253
강서구,2017,절도,발생,1888
강서구,2017,절도,검거,1113
강서구,2017,폭력,발생,2916
강서구,2017,폭력,검거,2544
강서구,2018,소계,발생,4629
강서구,2018,소계,검거,3469
강서구,2018,살인,발생,11
강서구,2018,살인,검거,9
강서구,2018,강도,발생,6
강서구,2018,강도,검거,3
강서구,2018,강간·강제추행,발생,269
강서구,2018,강간·강제추행,검거,246
강서구,2018,절도,발생,1724
강서구,2018,절도,검거,982
강서구,2018,폭력,발생,2619
강서구,2018,폭력,검거,2229
강서구,2019,소계,발생,4924
강서구,2019,소계,검거,3543
강서구,2019,살인,발생,8
강서구,2019,살인,검거,9
강서구,2019,강도,발생,3
강서구,2019,강도,검거,4
강서구,2019,강간·강제추행,발생,306
강서구,2019,강간·강제추행,검거,257
강서구,2019,절도,발생,2050
강서구,2019,절도,검거,1077
강서구,2019,폭력,발생,2557
강서구,2019,폭력,검거,2196
강서구,2020,소계,발생,4415
강서구,2020,소계,검거,3393
강서구,2020,살인,발생,10
강서구,2020,살인,검거,9
강서구,2020,강도,발생,6
강서구,2020,강도,검거,5
강서구,2020,강간·강제추행,발생,265
강서구,2020,강간·강제추행,검거,222
강서구,2020,절도,발생,1689
강서구,2020,절도,검거,1070
강서구,2020,폭력,발생,2445
강서구,2020,폭력,검거,2087
강서구,2021,소계,발생,3896
강서구,2021,소계,검거,3044
강서구,2021,살인,발생,9
강서구,2021,살인,검거,7
강서구,2021,강도,발생,3
강서구,2021,강도,검거,3
강서구,2021,강간·강제추행,발생,246
강서구,2021,강간·강제추행,검거,188
강서구,2021,절도,발생,1540
강서구,2021,절도,검거,921
강서구,2021,폭력,발생,2098
강서구,2021,폭력,검거,1925
강서구,2022,소계,발생,4663
강서구,2022,소계,검거,3591
강서구,2022,살인,발생,3
강서구,2022,살인,검거,3
강서구,2022,강도,발생,7
강서구,2022,강도,검거,7
강서구,2022,강간·강제추행,발생,261
강서구,2022,강간·강제추행,검거,195
강서구,2022,절도,발생,1991
강서구,2022,절도,검거,1185
강서구,2022,폭력,발생,2401
강서구,2022,폭력,검거,2201
강서구,2023,소계,발생,4296
강서구,2023,소계,검거,3544
강서구,2023,살인,발생,1
강서구,2023,살인,검거,2
강서구,2023,강도,발생,6
강서구,2023,강도,검거,4
강서구,2023,강간·강제추행,발생,300
강서구,2023,강간·강제추행,검거,225
강서구,2023,절도,발생,1794
강서구,2023,절도,검거,1243
강서구,2023,폭력,발생,2195
강서구,2023,폭력,검거,2070
강서구,2024,소계,발생,4008
강서구,2024,소계,검거,3411
강서구,2024,살인,발생,5
강서구,2024,살인,검거,5
강서구,2024,강도,발생,6
강서구,2024,강도,검거,4
강서구,2024,강간·강제추행,발생,271
강서구,2024,강간·강제추행,검거,214
강서구,2024,절도,발생,1670
강서구,2024,절도,검거,1275
강서구,2024,폭력,발생,2056
강서구,2024,폭력,검거,1913
구로구,2014,소계,발생,5389
구로구,2014,소계,검거,2985
구로구,2014,살인,발생,3
구로구,2014,살인,검거,3
구로구,2014,강도,발생,14
구로구,2014,강도,검거,10
구로구,2014,강간·강제추행,발생,252
구로구,2014,강간·강제추행,검거,186
구로구,2014,절도,발생,2377
구로구,2014,절도,검거,579
구로구,2014,폭력,발생,2743
구로구,2014,폭력,검거,2207
구로구,2015,소계,발생,5646
구로구,2015,소계,검거,3502
구로구,2015,살인,발생,8
구로구,2015,살인,검거,6
구로구,2015,강도,발생,15
구로구,2015,강도,검거,11
구로구,2015,강간·강제추행,발생,281
구로구,2015,강간·강제추행,검거,164
구로구,2015,절도,발생,2335
구로구,2015,절도,검거,889
구로구,2015,폭력,발생,3007
구로구,2015,폭력,검거,2432
구로구,2016,소계,발생,5366
구로구,2016,소계,검거,3744
구로구,2016,살인,발생,9
구로구,2016,살인,검거,9
구로구,2016,강도,발생,10
구로구,2016,강도,검거,13
구로구,2016,강간·강제추행,발생,273
구로구,2016,강간·강제추행,검거,181
구로구,2016,절도,발생,1910
구로구,2016,절도,검거,861
구로구,2016,폭력,발생,3164
구로구,2016,폭력,검거,2680
구로구,2017,소계,발생,4895
구로구,2017,소계,검거,3408
구로구,2017,살인,발생,7
구로구,2017,살인,검거,8
구로구,2017,강도,발생,8
구로구,2017,강도,검거,6
구로구,2017,강간·강제추행,발생,328
구로구,2017,강간·강제추행,검거,181
구로구,2017,절도,발생,1725
구로구,2017,절도,검거,869
구로구,2017,폭력,발생,2827
구로구,2017,폭력,검거,2344
구로구,2018,소계,발생,4810
구로구,2018,소계,검거,3338
구로구,2018,살인,발생,8
구로구,2018,살인,검거,8
구로구,2018,강도,발생,9
구로구,2018,강도,검거,9
구로구,2018,강간·강제추행,발생,250
구로구,2018,강간·강제추행,검거,181
구로구,2018,절도,발생,1717
구로구,2018,절도,검거,787
구로구,2018,폭력,발생,2826
구로구,2018,폭력,검거,2353
구로구,2019,소계,발생,4707
구로구,2019,소계,검거,3291
구로구,2019,살인,발생,10
구로구,2019,살인,검거,9
구로구,2019,강도,발생,3
구로구,2019,강도,검거,4
구로구,2019,강간·강제추행,발생,226
구로구,2019,강간·강제추행,검거,165
구로구,2019,절도,발생,1916
구로구,2019,절도,검거,965
구로구,2019,폭력,발생,2552
구로구,2019,폭력,검거,2148
구로구,2020,소계,발생,4175
구로구,2020,소계,검거,2984
구로구,2020,살인,발생,6
구로구,2020,살인,검거,6
구로구,2020,강도,발생,5
구로구,2020,강도,검거,5
구로구,2020,강간·강제추행,발생,197
구로구,2020,강간·강제추행,검거,142
구로구,2020,절도,발생,1763
구로구,2020,절도,검거,1008
구로구,2020,폭력,발생,2204
구로구,2020,폭력,검거,1823
구로구,2021,소계,발생,3486
구로구,2021,소계,검거,2431
구로구,2021,살인,발생,5
구로구,2021,살인,검거,5
구로구,2021,강도,발생,2
구로구,2021,강도,검거,1
구로구,2021,강간·강제추행,발생,182
구로구,2021,강간·강제추행,검거,118
구로구,2021,절도,발생,1390
구로구,2021,절도,검거,770
구로구,2021,폭력,발생,1907
구로구,2021,폭력,검거,1537
구로구,2022,소계,발생,3857
구로구,2022,소계,검거,2732
구로구,2022,살인,발생,11
구로구,2022,살인,검거,11
구로구,2022,강도,발생,8
구로구,2022,강도,검거,9
구로구,2022,강간·강제추행,발생,217
구로구,2022,강간·강제추행,검거,145
구로구,2022,절도,발생,1565
구로구,2022,절도,검거,841
구로구,2022,폭력,발생,2056
구로구,2022,폭력,검거,1726
구로구,2023,소계,발생,3737
구로구,2023,소계,검거,2632
구로구,2023,살인,발생,12
구로구,2023,살인,검거,12
구로구,2023,강도,발생,7
구로구,2023,강도,검거,7
구로구,2023,강간·강제추행,발생,194
구로구,2023,강간·강제추행,검거,144
구로구,2023,절도,발생,1624
구로구,2023,절도,검거,849
구로구,2023,폭력,발생,1900
구로구,2023,폭력,검거,1620
구로구,2024,소계,발생,3378
구로구,2024,소계,검거,2463
구로구,2024,살인,발생,7
구로구,2024,살인,검거,6
구로구,2024,강도,발생,0
구로구,2024,강도,검거,1
구로구,2024,강간·강제추행,발생,186
구로구,2024,강간·강제추행,검거,133
구로구,2024,절도,발생,1572
구로구,2024,절도,검거,918
구로구,2024,폭력,발생,1613
구로구,2024,폭력,검거,1405
금천구,2014,소계,발생,3842
금천구,2014,소계,검거,2434
금천구,2014,살인,발생,7
금천구,2014,살인,검거,7
금천구,2014,강도,발생,9
금천구,2014,강도,검거,6
금천구,2014,강간·강제추행,발생,162
금천구,2014,강간·강제추행,검거,133
금천구,2014,절도,발생,1552
금천구,2014,절도,검거,496
금천구,2014,폭력,발생,2112
금천구,2014,폭력,검거,1792
금천구,2015,소계,발생,3781
금천구,2015,소계,검거,2796
금천구,2015,살인,발생,3
금천구,2015,살인,검거,4
금천구,2015,강도,발생,6
금천구,2015,강도,검거,6
금천구,2015,강간·강제추행,발생,151
금천구,2015,강간·강제추행,검거,122
금천구,2015,절도,발생,1567
금천구,2015,절도,검거,888
금천구,2015,폭력,발생,2054
금천구,2015,폭력,검거,1776
금천구,2016,소계,발생,3645
금천구,2016,소계,검거,2756
금천구,2016,살인,발생,6
금천구,2016,살인,검거,6
금천구,2016,강도,발생,7
금천구,2016,강도,검거,7
금천구,2016,강간·강제추행,발생,175
금천구,2016,강간·강제추행,검거,143
금천구,2016,절도,발생,1264
금천구,2016,절도,검거,654
금천구,2016,폭력,발생,2193
금천구,2016,폭력,검거,1946
금천구,2017,소계,발생,3265
금천구,2017,소계,검거,2572
금천구,2017,살인,발생,5
금천구,2017,살인,검거,5
금천구,2017,강도,발생,5
금천구,2017,강도,검거,5
금천구,2017,강간·강제추행,발생,240
금천구,2017,강간·강제추행,검거,212
금천구,2017,절도,발생,1141
금천구,2017,절도,검거,674
금천구,2017,폭력,발생,1874
금천구,2017,폭력,검거,1676
금천구,2018,소계,발생,3293
금천구,2018,소계,검거,2567
금천구,2018,살인,발생,6
금천구,2018,살인,검거,6
금천구,2018,강도,발생,7
금천구,2018,강도,검거,6
금천구,2018,강간·강제추행,발생,200
금천구,2018,강간·강제추행,검거,185
금천구,2018,절도,발생,1168
금천구,2018,절도,검거,645
금천구,2018,폭력,발생,1912
금천구,2018,폭력,검거,1725
금천구,2019,소계,발생,3105
금천구,2019,소계,검거,2343
금천구,2019,살인,발생,6
금천구,2019,살인,검거,6
금천구,2019,강도,발생,10
금천구,2019,강도,검거,6
금천구,2019,강간·강제추행,발생,153
금천구,2019,강간·강제추행,검거,126
금천구,2019,절도,발생,1157
금천구,2019,절도,검거,615
금천구,2019,폭력,발생,1779
금천구,2019,폭력,검거,1590
금천구,2020,소계,발생,2598
금천구,2020,소계,검거,1966
금천구,2020,살인,발생,4
금천구,2020,살인,검거,4
금천구,2020,강도,발생,7
금천구,2020,강도,검거,6
금천구,2020,강간·강제추행,발생,117
금천구,2020,강간·강제추행,검거,93
금천구,2020,절도,발생,999
금천구,2020,절도,검거,553
금천구,2020,폭력,발생,1471
금천구,2020,폭력,검거,1310
금천구,2021,소계,발생,2439
금천구,2021,소계,검거,1741
금천구,2021,살인,발생,7
금천구,2021,살인,검거,6
금천구,2021,강도,발생,3
금천구,2021,강도,검거,4
금천구,2021,강간·강제추행,발생,134
금천구,2021,강간·강제추행,검거,103
금천구,2021,절도,발생,1013
금천구,2021,절도,검거,520
금천구,2021,폭력,발생,1282
금천구,2021,폭력,검거,1108
금천구,2022,소계,발생,2577
금천구,2022,소계,검거,1887
금천구,2022,살인,발생,2
금천구,2022,살인,검거,1
금천구,2022,강도,발생,3
금천구,2022,강도,검거,3
금천구,2022,강간·강제추행,발생,127
금천구,2022,강간·강제추행,검거,87
금천구,2022,절도,발생,1118
금천구,2022,절도,검거,662
금천구,2022,폭력,발생,1327
금천구,2022,폭력,검거,1134
금천구,2023,소계,발생,2240
금천구,2023,소계,검거,1753
금천구,2023,살인,발생,4
금천구,2023,살인,검거,3
금천구,2023,강도,발생,5
금천구,2023,강도,검거,4
금천구,2023,강간·강제추행,발생,128
금천구,2023,강간·강제추행,검거,95
금천구,2023,절도,발생,987
금천구,2023,절도,검거,629
금천구,2023,폭력,발생,1116
금천구,2023,폭력,검거,1022
금천구,2024,소계,발생,2017
금천구,2024,소계,검거,1710
금천구,2024,살인,발생,7
금천구,2024,살인,검거,6
금천구,2024,강도,발생,3
금천구,2024,강도,검거,3
금천구,2024,강간·강제추행,발생,129
금천구,2024,강간·강제추행,검거,99
금천구,2024,절도,발생,886
금천구,2024,절도,검거,685
금천구,2024,폭력,발생,992
금천구,2024,폭력,검거,917
영등포구,2014,소계,발생,7003
영등포구,2014,소계,검거,4072
영등포구,2014,살인,발생,14
영등포구,2014,살인,검거,15
영등포구,2014,강도,발생,10
영등포구,2014,강도,검거,5
영등포구,2014,강간·강제추행,발생,250
영등포구,2014,강간·강제추행,검거,183
영등포구,2014,절도,발생,3080
영등포구,2014,절도,검거,892
영등포구,2014,폭력,발생,3649
영등포구,2014,폭력,검거,2977
영등포구,2015,소계,발생,6867
영등포구,2015,소계,검거,4154
영등포구,2015,살인,발생,14
영등포구,2015,살인,검거,12
영등포구,2015,강도,발생,22
영등포구,2015,강도,검거,20
영등포구,2015,강간·강제추행,발생,295
영등포구,2015,강간·강제추행,검거,183
영등포구,2015,절도,발생,2964
영등포구,2015,절도,검거,978
영등포구,2015,폭력,발생,3572
영등포구,2015,폭력,검거,2961
영등포구,2016,소계,발생,6322
영등포구,2016,소계,검거,4199
영등포구,2016,살인,발생,13
영등포구,2016,살인,검거,13
영등포구,2016,강도,발생,19
영등포구,2016,강도,검거,14
영등포구,2016,강간·강제추행,발생,356
영등포구,2016,강간·강제추행,검거,225
영등포구,2016,절도,발생,2341
영등포구,2016,절도,검거,940
영등포구,2016,폭력,발생,3593
영등포구,2016,폭력,검거,3007
영등포구,2017,소계,발생,5969
영등포구,2017,소계,검거,4012
영등포구,2017,살인,발생,15
영등포구,2017,살인,검거,13
영등포구,2017,강도,발생,5
영등포구,2017,강도,검거,5
영등포구,2017,강간·강제추행,발생,455
영등포구,2017,강간·강제추행,검거,267
영등포구,2017,절도,발생,2304
영등포구,2017,절도,검거,1108
영등포구,2017,폭력,발생,3190
영등포구,2017,폭력,검거,2619
영등포구,2018,소계,발생,5840
영등포구,2018,소계,검거,3922
영등포구,2018,살인,발생,17
영등포구,2018,살인,검거,15
영등포구,2018,강도,발생,8
영등포구,2018,강도,검거,6
영등포구,2018,강간·강제추행,발생,391
영등포구,2018,강간·강제추행,검거,267
영등포구,2018,절도,발생,2292
영등포구,2018,절도,검거,1064
영등포구,2018,폭력,발생,3132
영등포구,2018,폭력,검거,2570
영등포구,2019,소계,발생,5820
영등포구,2019,소계,검거,3787
영등포구,2019,살인,발생,10
영등포구,2019,살인,검거,10
영등포구,2019,강도,발생,3
영등포구,2019,강도,검거,3
영등포구,2019,강간·강제추행,발생,356
영등포구,2019,강간·강제추행,검거,239
영등포구,2019,절도,발생,2409
영등포구,2019,절도,검거,1068
영등포구,2019,폭력,발생,3042
영등포구,2019,폭력,검거,2467
영등포구,2020,소계,발생,5217
영등포구,2020,소계,검거,3371
영등포구,2020,살인,발생,7
영등포구,2020,살인,검거,4
영등포구,2020,강도,발생,6
영등포구,2020,강도,검거,5
영등포구,2020,강간·강제추행,발생,315
영등포구,2020,강간·강제추행,검거,252
영등포구,2020,절도,발생,2188
영등포구,2020,절도,검거,953
영등포구,2020,폭력,발생,2701
영등포구,2020,폭력,검거,2157
영등포구,2021,소계,발생,4179
영등포구,2021,소계,검거,2777
영등포구,2021,살인,발생,8
영등포구,2021,살인,검거,8
영등포구,2021,강도,발생,11
영등포구,2021,강도,검거,11
영등포구,2021,강간·강제추행,발생,279
영등포구,2021,강간·강제추행,검거,196
영등포구,2021,절도,발생,1712
영등포구,2021,절도,검거,831
영등포구,2021,폭력,발생,2169
영등포구,2021,폭력,검거,1731
영등포구,2022,소계,발생,4819
영등포구,2022,소계,검거,3186
영등포구,2022,살인,발생,5
영등포구,2022,살인,검거,6
영등포구,2022,강도,발생,10
영등포구,2022,강도,검거,9
영등포구,2022,강간·강제추행,발생,327
영등포구,2022,강간·강제추행,검거,237
영등포구,2022,절도,발생,2062
영등포구,2022,절도,검거,953
영등포구,2022,폭력,발생,2415
영등포구,2022,폭력,검거,1981
영등포구,2023,소계,발생,4418
영등포구,2023,소계,검거,3387
영등포구,2023,살인,발생,12
영등포구,2023,살인,검거,12
영등포구,2023,강도,발생,10
영등포구,2023,강도,검거,10
영등포구,2023,강간·강제추행,발생,310
영등포구,2023,강간·강제추행,검거,217
영등포구,2023,절도,발생,1854
영등포구,2023,절도,검거,1192
영등포구,2023,폭력,발생,2232
영등포구,2023,폭력,검거,1956
영등포구,2024,소계,발생,4167
영등포구,2024,소계,검거,3347
영등포구,2024,살인,발생,11
영등포구,2024,살인,검거,11
영등포구,2024,강도,발생,6
영등포구,2024,강도,검거,5
영등포구,2024,강간·강제추행,발생,284
영등포구,2024,강간·강제추행,검거,204
영등포구,2024,절도,발생,1791
영등포구,2024,절도,검거,1323
영등포구,2024,폭력,발생,2075
영등포구,2024,폭력,검거,1804
동작구,2014,소계,발생,3869
동작구,2014,소계,검거,2312
동작구,2014,살인,발생,2
동작구,2014,살인,검거,2
동작구,2014,강도,발생,9
동작구,2014,강도,검거,7
동작구,2014,강간·강제추행,발생,203
동작구,2014,강간·강제추행,검거,120
동작구,2014,절도,발생,1787
동작구,2014,절도,검거,603
동작구,2014,폭력,발생,1868
