자치구,연도,범죄유형,구분,건수
중랑구,2018,강도,발생,3
중랑구,2018,강도,검거,3
중랑구,2018,강간·강제추행,발생,174
중랑구,2018,강간·강제추행,검거,145
중랑구,2018,절도,발생,1526
중랑구,2018,절도,검거,876
중랑구,2018,폭력,발생,2581
중랑구,2018,폭력,검거,2193
중랑구,2019,소계,발생,4268
중랑구,2019,소계,검거,3138
중랑구,2019,살인,발생,10
중랑구,2019,살인,검거,10
중랑구,2019,강도,발생,4
중랑구,2019,강도,검거,5
중랑구,2019,강간·강제추행,발생,138
중랑구,2019,강간·강제추행,검거,108
중랑구,2019,절도,발생,1666
중랑구,2019,절도,검거,908
중랑구,2019,폭력,발생,2450
중랑구,2019,폭력,검거,2107
중랑구,2020,소계,발생,3726
중랑구,2020,소계,검거,2781
중랑구,2020,살인,발생,10
중랑구,2020,살인,검거,9
중랑구,2020,강도,발생,5
중랑구,2020,강도,검거,6
중랑구,2020,강간·강제추행,발생,183
중랑구,2020,강간·강제추행,검거,153
중랑구,2020,절도,발생,1506
중랑구,2020,절도,검거,889
중랑구,2020,폭력,발생,2022
중랑구,2020,폭력,검거,1724
중랑구,2021,소계,발생,3210
중랑구,2021,소계,검거,2405
중랑구,2021,살인,발생,4
중랑구,2021,살인,검거,4
중랑구,2021,강도,발생,6
중랑구,2021,강도,검거,7
중랑구,2021,강간·강제추행,발생,141
중랑구,2021,강간·강제추행,검거,117
중랑구,2021,절도,발생,1399
중랑구,2021,절도,검거,835
중랑구,2021,폭력,발생,1660
중랑구,2021,폭력,검거,1442
중랑구,2022,소계,발생,3599
중랑구,2022,소계,검거,2671
중랑구,2022,살인,발생,2
중랑구,2022,살인,검거,2
중랑구,2022,강도,발생,2
중랑구,2022,강도,검거,2
중랑구,2022,강간·강제추행,발생,150
중랑구,2022,강간·강제추행,검거,121
중랑구,2022,절도,발생,1508
중랑구,2022,절도,검거,882
중랑구,2022,폭력,발생,1937
중랑구,2022,폭력,검거,1664
중랑구,2023,소계,발생,3324
중랑구,2023,소계,검거,2474
중랑구,2023,살인,발생,6
중랑구,2023,살인,검거,6
중랑구,2023,강도,발생,2
중랑구,2023,강도,검거,2
중랑구,2023,강간·강제추행,발생,169
중랑구,2023,강간·강제추행,검거,134
중랑구,2023,절도,발생,1402
중랑구,2023,절도,검거,786
중랑구,2023,폭력,발생,1745
중랑구,2023,폭력,검거,1546
중랑구,2024,소계,발생,3169
중랑구,2024,소계,검거,2463
중랑구,2024,살인,발생,5
중랑구,2024,살인,검거,5
중랑구,2024,강도,발생,2
중랑구,2024,강도,검거,2
중랑구,2024,강간·강제추행,발생,143
중랑구,2024,강간·강제추행,검거,116
중랑구,2024,절도,발생,1437
중랑구,2024,절도,검거,931
중랑구,2024,폭력,발생,1582
중랑구,2024,폭력,검거,1409
성북구,2014,소계,발생,4606
성북구,2014,소계,검거,3028
성북구,2014,살인,발생,8
성북구,2014,살인,검거,5
성북구,2014,강도,발생,16
성북구,2014,강도,검거,20
성북구,2014,강간·강제추행,발생,165
성북구,2014,강간·강제추행,검거,128
성북구,2014,절도,발생,2130
성북구,2014,절도,검거,935
성북구,2014,폭력,발생,2287
성북구,2014,폭력,검거,1940
성북구,2015,소계,발생,4154
성북구,2015,소계,검거,2729
성북구,2015,살인,발생,5
성북구,2015,살인,검거,5
성북구,2015,강도,발생,5
성북구,2015,강도,검거,4
성북구,2015,강간·강제추행,발생,150
성북구,2015,강간·강제추행,검거,124
성북구,2015,절도,발생,1785
성북구,2015,절도,검거,741
성북구,2015,폭력,발생,2209
성북구,2015,폭력,검거,1855
성북구,2016,소계,발생,3744
성북구,2016,소계,검거,2672
성북구,2016,살인,발생,4
성북구,2016,살인,검거,3
성북구,2016,강도,발생,8
성북구,2016,강도,검거,8
성북구,2016,강간·강제추행,발생,154
성북구,2016,강간·강제추행,검거,117
성북구,2016,절도,발생,1470
성북구,2016,절도,검거,725
성북구,2016,폭력,발생,2108
성북구,2016,폭력,검거,1819
성북구,2017,소계,발생,3434
성북구,2017,소계,검거,2479
성북구,2017,살인,발생,7
성북구,2017,살인,검거,7
성북구,2017,강도,발생,8
성북구,2017,강도,검거,8
성북구,2017,강간·강제추행,발생,173
성북구,2017,강간·강제추행,검거,134
성북구,2017,절도,발생,1344
성북구,2017,절도,검거,703
성북구,2017,폭력,발생,1902
성북구,2017,폭력,검거,1627
성북구,2018,소계,발생,3042
성북구,2018,소계,검거,2277
성북구,2018,살인,발생,7
성북구,2018,살인,검거,6
성북구,2018,강도,발생,1
성북구,2018,강도,검거,2
성북구,2018,강간·강제추행,발생,183
성북구,2018,강간·강제추행,검거,140
성북구,2018,절도,발생,1164
성북구,2018,절도,검거,635
성북구,2018,폭력,발생,1687
성북구,2018,폭력,검거,1494
성북구,2019,소계,발생,2877
성북구,2019,소계,검거,2323
성북구,2019,살인,발생,3
성북구,2019,살인,검거,3
성북구,2019,강도,발생,3
성북구,2019,강도,검거,3
성북구,2019,강간·강제추행,발생,176
성북구,2019,강간·강제추행,검거,130
성북구,2019,절도,발생,1082
성북구,2019,절도,검거,731
성북구,2019,폭력,발생,1613
성북구,2019,폭력,검거,1456
성북구,2020,소계,발생,2567
성북구,2020,소계,검거,1947
성북구,2020,살인,발생,4
성북구,2020,살인,검거,4
성북구,2020,강도,발생,3
성북구,2020,강도,검거,2
성북구,2020,강간·강제추행,발생,142
성북구,2020,강간·강제추행,검거,121
성북구,2020,절도,발생,988
성북구,2020,절도,검거,580
성북구,2020,폭력,발생,1430
성북구,2020,폭력,검거,1240
성북구,2021,소계,발생,2411
성북구,2021,소계,검거,1787
성북구,2021,살인,발생,4
성북구,2021,살인,검거,3
성북구,2021,강도,발생,2
성북구,2021,강도,검거,2
성북구,2021,강간·강제추행,발생,118
성북구,2021,강간·강제추행,검거,88
성북구,2021,절도,발생,895
성북구,2021,절도,검거,474
성북구,2021,폭력,발생,1392
성북구,2021,폭력,검거,1220
성북구,2022,소계,발생,2749
성북구,2022,소계,검거,2125
성북구,2022,살인,발생,3
성북구,2022,살인,검거,3
성북구,2022,강도,발생,1
성북구,2022,강도,검거,1
성북구,2022,강간·강제추행,발생,158
성북구,2022,강간·강제추행,검거,129
성북구,2022,절도,발생,1143
성북구,2022,절도,검거,715
성북구,2022,폭력,발생,1444
성북구,2022,폭력,검거,1277
성북구,2023,소계,발생,2411
성북구,2023,소계,검거,1958
성북구,2023,살인,발생,1
성북구,2023,살인,검거,1
성북구,2023,강도,발생,1
성북구,2023,강도,검거,1
성북구,2023,강간·강제추행,발생,141
성북구,2023,강간·강제추행,검거,112
성북구,2023,절도,발생,984
성북구,2023,절도,검거,683
성북구,2023,폭력,발생,1284
성북구,2023,폭력,검거,1161
성북구,2024,소계,발생,2184
성북구,2024,소계,검거,1749
성북구,2024,살인,발생,3
성북구,2024,살인,검거,2
성북구,2024,강도,발생,1
성북구,2024,강도,검거,1
성북구,2024,강간·강제추행,발생,146
성북구,2024,강간·강제추행,검거,109
성북구,2024,절도,발생,884
성북구,2024,절도,검거,578
성북구,2024,폭력,발생,1150
성북구,2024,폭력,검거,1059
강북구,2014,소계,발생,4030
강북구,2014,소계,검거,2806
강북구,2014,살인,발생,6
강북구,2014,살인,검거,5
강북구,2014,강도,발생,21
강북구,2014,강도,검거,10
강북구,2014,강간·강제추행,발생,189
강북구,2014,강간·강제추행,검거,152
강북구,2014,절도,발생,1494
강북구,2014,절도,검거,575
강북구,2014,폭력,발생,2320
강북구,2014,폭력,검거,2064
강북구,2015,소계,발생,4257
강북구,2015,소계,검거,3113
강북구,2015,살인,발생,7
강북구,2015,살인,검거,8
강북구,2015,강도,발생,14
강북구,2015,강도,검거,13
강북구,2015,강간·강제추행,발생,153
강북구,2015,강간·강제추행,검거,126
강북구,2015,절도,발생,1434
강북구,2015,절도,검거,618
강북구,2015,폭력,발생,2649
강북구,2015,폭력,검거,2348
강북구,2016,소계,발생,4229
강북구,2016,소계,검거,3323
강북구,2016,살인,발생,7
강북구,2016,살인,검거,6
강북구,2016,강도,발생,5
강북구,2016,강도,검거,4
강북구,2016,강간·강제추행,발생,217
강북구,2016,강간·강제추행,검거,159
강북구,2016,절도,발생,1222
강북구,2016,절도,검거,672
강북구,2016,폭력,발생,2778
강북구,2016,폭력,검거,2482
강북구,2017,소계,발생,3393
강북구,2017,소계,검거,2824
강북구,2017,살인,발생,8
강북구,2017,살인,검거,8
강북구,2017,강도,발생,7
강북구,2017,강도,검거,5
강북구,2017,강간·강제추행,발생,208
강북구,2017,강간·강제추행,검거,153
강북구,2017,절도,발생,1014
강북구,2017,절도,검거,635
강북구,2017,폭력,발생,2156
강북구,2017,폭력,검거,2023
강북구,2018,소계,발생,3437
강북구,2018,소계,검거,2743
강북구,2018,살인,발생,8
강북구,2018,살인,검거,6
강북구,2018,강도,발생,7
강북구,2018,강도,검거,7
강북구,2018,강간·강제추행,발생,188
강북구,2018,강간·강제추행,검거,135
강북구,2018,절도,발생,1112
강북구,2018,절도,검거,603
강북구,2018,폭력,발생,2122
강북구,2018,폭력,검거,1992
강북구,2019,소계,발생,3838
강북구,2019,소계,검거,3023
강북구,2019,살인,발생,6
강북구,2019,살인,검거,6
강북구,2019,강도,발생,3
강북구,2019,강도,검거,2
강북구,2019,강간·강제추행,발생,176
강북구,2019,강간·강제추행,검거,145
강북구,2019,절도,발생,1229
강북구,2019,절도,검거,664
강북구,2019,폭력,발생,2424
강북구,2019,폭력,검거,2206
강북구,2020,소계,발생,2770
강북구,2020,소계,검거,2259
강북구,2020,살인,발생,9
강북구,2020,살인,검거,8
강북구,2020,강도,발생,5
강북구,2020,강도,검거,4
강북구,2020,강간·강제추행,발생,159
강북구,2020,강간·강제추행,검거,132
강북구,2020,절도,발생,780
강북구,2020,절도,검거,490
강북구,2020,폭력,발생,1817
강북구,2020,폭력,검거,1625
강북구,2021,소계,발생,2301
강북구,2021,소계,검거,1912
강북구,2021,살인,발생,4
강북구,2021,살인,검거,4
강북구,2021,강도,발생,1
강북구,2021,강도,검거,1
강북구,2021,강간·강제추행,발생,136
강북구,2021,강간·강제추행,검거,115
강북구,2021,절도,발생,777
강북구,2021,절도,검거,537
강북구,2021,폭력,발생,1383
강북구,2021,폭력,검거,1255
강북구,2022,소계,발생,2832
강북구,2022,소계,검거,2343
강북구,2022,살인,발생,5
강북구,2022,살인,검거,4
강북구,2022,강도,발생,5
강북구,2022,강도,검거,6
강북구,2022,강간·강제추행,발생,177
강북구,2022,강간·강제추행,검거,147
강북구,2022,절도,발생,872
강북구,2022,절도,검거,589
강북구,2022,폭력,발생,1773
강북구,2022,폭력,검거,1597
강북구,2023,소계,발생,2497
강북구,2023,소계,검거,2142
강북구,2023,살인,발생,7
강북구,2023,살인,검거,7
강북구,2023,강도,발생,1
강북구,2023,강도,검거,1
강북구,2023,강간·강제추행,발생,141
강북구,2023,강간·강제추행,검거,102
강북구,2023,절도,발생,917
강북구,2023,절도,검거,730
강북구,2023,폭력,발생,1431
강북구,2023,폭력,검거,1302
강북구,2024,소계,발생,2289
강북구,2024,소계,검거,2061
강북구,2024,살인,발생,6
강북구,2024,살인,검거,6
강북구,2024,강도,발생,0
강북구,2024,강도,검거,0
강북구,2024,강간·강제추행,발생,142
강북구,2024,강간·강제추행,검거,112
강북구,2024,절도,발생,970
강북구,2024,절도,검거,835
강북구,2024,폭력,발생,1171
강북구,2024,폭력,검거,1108
도봉구,2014,소계,발생,3124
도봉구,2014,소계,검거,1986
도봉구,2014,살인,발생,6
도봉구,2014,살인,검거,7
도봉구,2014,강도,발생,11
도봉구,2014,강도,검거,15
도봉구,2014,강간·강제추행,발생,172
도봉구,2014,강간·강제추행,검거,159
도봉구,2014,절도,발생,1350
도봉구,2014,절도,검거,478
도봉구,2014,폭력,발생,1585
도봉구,2014,폭력,검거,1327
도봉구,2015,소계,발생,2664
도봉구,2015,소계,검거,1900
도봉구,2015,살인,발생,3
도봉구,2015,살인,검거,3
도봉구,2015,강도,발생,9
도봉구,2015,강도,검거,10
도봉구,2015,강간·강제추행,발생,102
도봉구,2015,강간·강제추행,검거,106
도봉구,2015,절도,발생,1063
도봉구,2015,절도,검거,478
도봉구,2015,폭력,발생,1487
도봉구,2015,폭력,검거,1303
도봉구,2016,소계,발생,2438
도봉구,2016,소계,검거,1930
도봉구,2016,살인,발생,3
도봉구,2016,살인,검거,3
도봉구,2016,강도,발생,5
도봉구,2016,강도,검거,5
도봉구,2016,강간·강제추행,발생,123
도봉구,2016,강간·강제추행,검거,121
도봉구,2016,절도,발생,866
도봉구,2016,절도,검거,492
도봉구,2016,폭력,발생,1441
도봉구,2016,폭력,검거,1309
도봉구,2017,소계,발생,1999
도봉구,2017,소계,검거,1652
도봉구,2017,살인,발생,1
도봉구,2017,살인,검거,1
도봉구,2017,강도,발생,3
도봉구,2017,강도,검거,3
도봉구,2017,강간·강제추행,발생,104
도봉구,2017,강간·강제추행,검거,115
도봉구,2017,절도,발생,633
도봉구,2017,절도,검거,417
도봉구,2017,폭력,발생,1258
도봉구,2017,폭력,검거,1116
도봉구,2018,소계,발생,2249
도봉구,2018,소계,검거,1676
도봉구,2018,살인,발생,1
도봉구,2018,살인,검거,1
도봉구,2018,강도,발생,5
도봉구,2018,강도,검거,3
도봉구,2018,강간·강제추행,발생,113
도봉구,2018,강간·강제추행,검거,117
도봉구,2018,절도,발생,781
도봉구,2018,절도,검거,431
도봉구,2018,폭력,발생,1349
도봉구,2018,폭력,검거,1124
도봉구,2019,소계,발생,2110
도봉구,2019,소계,검거,1497
도봉구,2019,살인,발생,1
도봉구,2019,살인,검거,1
도봉구,2019,강도,발생,5
도봉구,2019,강도,검거,5
도봉구,2019,강간·강제추행,발생,90
도봉구,2019,강간·강제추행,검거,83
도봉구,2019,절도,발생,790
도봉구,2019,절도,검거,394
도봉구,2019,폭력,발생,1224
도봉구,2019,폭력,검거,1014
도봉구,2020,소계,발생,2179
도봉구,2020,소계,검거,1490
도봉구,2020,살인,발생,0
도봉구,2020,살인,검거,0
도봉구,2020,강도,발생,2
도봉구,2020,강도,검거,2
도봉구,2020,강간·강제추행,발생,82
도봉구,2020,강간·강제추행,검거,87
도봉구,2020,절도,발생,861
도봉구,2020,절도,검거,379
도봉구,2020,폭력,발생,1234
도봉구,2020,폭력,검거,1022
도봉구,2021,소계,발생,1860
도봉구,2021,소계,검거,1294
도봉구,2021,살인,발생,2
도봉구,2021,살인,검거,2
도봉구,2021,강도,발생,2
도봉구,2021,강도,검거,1
도봉구,2021,강간·강제추행,발생,72
도봉구,2021,강간·강제추행,검거,64
도봉구,2021,절도,발생,772
도봉구,2021,절도,검거,376
도봉구,2021,폭력,발생,1012
도봉구,2021,폭력,검거,851
도봉구,2022,소계,발생,2141
도봉구,2022,소계,검거,1569
도봉구,2022,살인,발생,3
도봉구,2022,살인,검거,3
도봉구,2022,강도,발생,0
도봉구,2022,강도,검거,0
도봉구,2022,강간·강제추행,발생,70
도봉구,2022,강간·강제추행,검거,54
도봉구,2022,절도,발생,969
도봉구,2022,절도,검거,546
도봉구,2022,폭력,발생,1099
도봉구,2022,폭력,검거,966
도봉구,2023,소계,발생,1921
도봉구,2023,소계,검거,1406
도봉구,2023,살인,발생,7
도봉구,2023,살인,검거,6
도봉구,2023,강도,발생,4
도봉구,2023,강도,검거,3
도봉구,2023,강간·강제추행,발생,90
도봉구,2023,강간·강제추행,검거,72
도봉구,2023,절도,발생,995
도봉구,2023,절도,검거,582
도봉구,2023,폭력,발생,825
도봉구,2023,폭력,검거,743
도봉구,2024,소계,발생,1741
도봉구,2024,소계,검거,1379
도봉구,2024,살인,발생,7
도봉구,2024,살인,검거,3
도봉구,2024,강도,발생,0
도봉구,2024,강도,검거,1
도봉구,2024,강간·강제추행,발생,73
도봉구,2024,강간·강제추행,검거,61
도봉구,2024,절도,발생,800
도봉구,2024,절도,검거,520
도봉구,2024,폭력,발생,861
도봉구,2024,폭력,검거,794
노원구,2014,소계,발생,5312
노원구,2014,소계,검거,3300
노원구,2014,살인,발생,5
노원구,2014,살인,검거,4
노원구,2014,강도,발생,8
노원구,2014,강도,검거,7
노원구,2014,강간·강제추행,발생,173
노원구,2014,강간·강제추행,검거,136
노원구,2014,절도,발생,2404
노원구,2014,절도,검거,803
노원구,2014,폭력,발생,2722
노원구,2014,폭력,검거,2350
노원구,2015,소계,발생,5130
노원구,2015,소계,검거,3268
노원구,2015,살인,발생,10
노원구,2015,살인,검거,10
노원구,2015,강도,발생,7
노원구,2015,강도,검거,7
노원구,2015,강간·강제추행,발생,197
노원구,2015,강간·강제추행,검거,121
노원구,2015,절도,발생,2193
노원구,2015,절도,검거,801
노원구,2015,폭력,발생,2723
노원구,2015,폭력,검거,2329
노원구,2016,소계,발생,4543
노원구,2016,소계,검거,3021
노원구,2016,살인,발생,5
노원구,2016,살인,검거,6
노원구,2016,강도,발생,6
노원구,2016,강도,검거,9
노원구,2016,강간·강제추행,발생,159
노원구,2016,강간·강제추행,검거,142
노원구,2016,절도,발생,1857
노원구,2016,절도,검거,740
노원구,2016,폭력,발생,2516
노원구,2016,폭력,검거,2124
노원구,2017,소계,발생,4209
노원구,2017,소계,검거,3047
노원구,2017,살인,발생,4
노원구,2017,살인,검거,4
노원구,2017,강도,발생,9
노원구,2017,강도,검거,7
노원구,2017,강간·강제추행,발생,180
노원구,2017,강간·강제추행,검거,155
노원구,2017,절도,발생,1538
노원구,2017,절도,검거,757
노원구,2017,폭력,발생,2478
노원구,2017,폭력,검거,2124
노원구,2018,소계,발생,4007
노원구,2018,소계,검거,2725
노원구,2018,살인,발생,5
노원구,2018,살인,검거,4
노원구,2018,강도,발생,5
노원구,2018,강도,검거,5
노원구,2018,강간·강제추행,발생,194
노원구,2018,강간·강제추행,검거,173
노원구,2018,절도,발생,1422
노원구,2018,절도,검거,585
노원구,2018,폭력,발생,2381
노원구,2018,폭력,검거,1958
노원구,2019,소계,발생,4153
노원구,2019,소계,검거,2964
노원구,2019,살인,발생,4
노원구,2019,살인,검거,4
노원구,2019,강도,발생,3
노원구,2019,강도,검거,3
노원구,2019,강간·강제추행,발생,184
노원구,2019,강간·강제추행,검거,158
노원구,2019,절도,발생,1498
노원구,2019,절도,검거,681
노원구,2019,폭력,발생,2464
노원구,2019,폭력,검거,2118
노원구,2020,소계,발생,3743
노원구,2020,소계,검거,2581
노원구,2020,살인,발생,4
노원구,2020,살인,검거,3
노원구,2020,강도,발생,3
노원구,2020,강도,검거,3
노원구,2020,강간·강제추행,발생,169
노원구,2020,강간·강제추행,검거,148
노원구,2020,절도,발생,1404
노원구,2020,절도,검거,646
노원구,2020,폭력,발생,2163
노원구,2020,폭력,검거,1781
노원구,2021,소계,발생,3425
노원구,2021,소계,검거,2302
노원구,2021,살인,발생,6
노원구,2021,살인,검거,6
노원구,2021,강도,발생,3
노원구,2021,강도,검거,3
노원구,2021,강간·강제추행,발생,156
노원구,2021,강간·강제추행,검거,126
노원구,2021,절도,발생,1361
노원구,2021,절도,검거,654
노원구,2021,폭력,발생,1899
노원구,2021,폭력,검거,1513
노원구,2022,소계,발생,3896
노원구,2022,소계,검거,2641
노원구,2022,살인,발생,3
노원구,2022,살인,검거,3
노원구,2022,강도,발생,3
노원구,2022,강도,검거,1
노원구,2022,강간·강제추행,발생,180
노원구,2022,강간·강제추행,검거,151
노원구,2022,절도,발생,1504
노원구,2022,절도,검거,729
노원구,2022,폭력,발생,2206
노원구,2022,폭력,검거,1757
노원구,2023,소계,발생,3567
노원구,2023,소계,검거,2607
노원구,2023,살인,발생,7
노원구,2023,살인,검거,6
노원구,2023,강도,발생,3
노원구,2023,강도,검거,4
노원구,2023,강간·강제추행,발생,159
노원구,2023,강간·강제추행,검거,131
노원구,2023,절도,발생,1632
노원구,2023,절도,검거,845
노원구,2023,폭력,발생,1766
노원구,2023,폭력,검거,1621
노원구,2024,소계,발생,3101
노원구,2024,소계,검거,2409
노원구,2024,살인,발생,7
노원구,2024,살인,검거,5
노원구,2024,강도,발생,3
노원구,2024,강도,검거,2
노원구,2024,강간·강제추행,발생,146
노원구,2024,강간·강제추행,검거,126
노원구,2024,절도,발생,1508
노원구,2024,절도,검거,899
노원구,2024,폭력,발생,1437
노원구,2024,폭력,검거,1377
은평구,2014,소계,발생,5431
은평구,2014,소계,검거,3325
은평구,2014,살인,발생,5
은평구,2014,살인,검거,3
은평구,2014,강도,발생,24
은평구,2014,강도,검거,21
은평구,2014,강간·강제추행,발생,188
은평구,2014,강간·강제추행,검거,158
은평구,2014,절도,발생,2352
은평구,2014,절도,검거,798
은평구,2014,폭력,발생,2862
은평구,2014,폭력,검거,2345
은평구,2015,소계,발생,4745
은평구,2015,소계,검거,3167
은평구,2015,살인,발생,3
은평구,2015,살인,검거,3
은평구,2015,강도,발생,9
은평구,2015,강도,검거,6
은평구,2015,강간·강제추행,발생,166
은평구,2015,강간·강제추행,검거,141
은평구,2015,절도,발생,1914
은평구,2015,절도,검거,711
은평구,2015,폭력,발생,2653
은평구,2015,폭력,검거,2306
은평구,2016,소계,발생,4501
은평구,2016,소계,검거,3353
은평구,2016,살인,발생,6
은평구,2016,살인,검거,6
은평구,2016,강도,발생,9
은평구,2016,강도,검거,7
은평구,2016,강간·강제추행,발생,156
은평구,2016,강간·강제추행,검거,142
은평구,2016,절도,발생,1666
은평구,2016,절도,검거,890
은평구,2016,폭력,발생,2664
은평구,2016,폭력,검거,2308
은평구,2017,소계,발생,3883
은평구,2017,소계,검거,3207
은평구,2017,살인,발생,6
은평구,2017,살인,검거,6
은평구,2017,강도,발생,4
은평구,2017,강도,검거,4
은평구,2017,강간·강제추행,발생,230
은평구,2017,강간·강제추행,검거,213
은평구,2017,절도,발생,1387
은평구,2017,절도,검거,934
은평구,2017,폭력,발생,2256
은평구,2017,폭력,검거,2050
은평구,2018,소계,발생,3590
은평구,2018,소계,검거,2863
은평구,2018,살인,발생,8
은평구,2018,살인,검거,8
은평구,2018,강도,발생,1
은평구,2018,강도,검거,1
은평구,2018,강간·강제추행,발생,188
은평구,2018,강간·강제추행,검거,169
은평구,2018,절도,발생,1278
은평구,2018,절도,검거,816
은평구,2018,폭력,발생,2115
은평구,2018,폭력,검거,1869
은평구,2019,소계,발생,3880
은평구,2019,소계,검거,3000
은평구,2019,살인,발생,3
은평구,2019,살인,검거,3
은평구,2019,강도,발생,1
은평구,2019,강도,검거,1
은평구,2019,강간·강제추행,발생,194
은평구,2019,강간·강제추행,검거,162
은평구,2019,절도,발생,1565
은평구,2019,절도,검거,977
은평구,2019,폭력,발생,2117
은평구,2019,폭력,검거,1857
은평구,2020,소계,발생,3390
은평구,2020,소계,검거,2531
은평구,2020,살인,발생,4
은평구,2020,살인,검거,4
은평구,2020,강도,발생,4
은평구,2020,강도,검거,3
은평구,2020,강간·강제추행,발생,171
은평구,2020,강간·강제추행,검거,145
은평구,2020,절도,발생,1371
은평구,2020,절도,검거,756
은평구,2020,폭력,발생,1840
은평구,2020,폭력,검거,1623
은평구,2021,소계,발생,3244
은평구,2021,소계,검거,2423
은평구,2021,살인,발생,4
은평구,2021,살인,검거,5
은평구,2021,강도,발생,3
은평구,2021,강도,검거,3
은평구,2021,강간·강제추행,발생,166
은평구,2021,강간·강제추행,검거,133
은평구,2021,절도,발생,1424
은평구,2021,절도,검거,825
은평구,2021,폭력,발생,1647
은평구,2021,폭력,검거,1457
은평구,2022,소계,발생,3487
은평구,2022,소계,검거,2658
은평구,2022,살인,발생,4
은평구,2022,살인,검거,4
은평구,2022,강도,발생,5
은평구,2022,강도,검거,4
은평구,2022,강간·강제추행,발생,176
은평구,2022,강간·강제추행,검거,146
은평구,2022,절도,발생,1497
은평구,2022,절도,검거,946
은평구,2022,폭력,발생,1805
은평구,2022,폭력,검거,1558
은평구,2023,소계,발생,3493
은평구,2023,소계,검거,2678
은평구,2023,살인,발생,7
은평구,2023,살인,검거,7
은평구,2023,강도,발생,3
은평구,2023,강도,검거,1
은평구,2023,강간·강제추행,발생,153
은평구,2023,강간·강제추행,검거,126
은평구,2023,절도,발생,1614
은평구,2023,절도,검거,1070
은평구,2023,폭력,발생,1716
은평구,2023,폭력,검거,1474
은평구,2024,소계,발생,3217
은평구,2024,소계,검거,2463
은평구,2024,살인,발생,9
은평구,2024,살인,검거,9
은평구,2024,강도,발생,1
은평구,2024,강도,검거,4
은평구,2024,강간·강제추행,발생,132
은평구,2024,강간·강제추행,검거,108
은평구,2024,절도,발생,1517
은평구,2024,절도,검거,993
은평구,2024,폭력,발생,1558
은평구,2024,폭력,검거,1349
서대문구,2014,소계,발생,4194
서대문구,2014,소계,검거,2588
서대문구,2014,살인,발생,3
서대문구,2014,살인,검거,3
서대문구,2014,강도,발생,4
서대문구,2014,강도,검거,7
서대문구,2014,강간·강제추행,발생,185
서대문구,2014,강간·강제추행,검거,150
서대문구,2014,절도,발생,1883
서대문구,2014,절도,검거,665
서대문구,2014,폭력,발생,2119
서대문구,2014,폭력,검거,1763
서대문구,2015,소계,발생,4029
서대문구,2015,소계,검거,2579
서대문구,2015,살인,발생,2
서대문구,2015,살인,검거,2
서대문구,2015,강도,발생,5
서대문구,2015,강도,검거,4
서대문구,2015,강간·강제추행,발생,154
서대문구,2015,강간·강제추행,검거,124
서대문구,2015,절도,발생,1812
서대문구,2015,절도,검거,738
서대문구,2015,폭력,발생,2056
서대문구,2015,폭력,검거,1711
서대문구,2016,소계,발생,3665
서대문구,2016,소계,검거,2554
서대문구,2016,살인,발생,6
서대문구,2016,살인,검거,7
서대문구,2016,강도,발생,5
서대문구,2016,강도,검거,4
서대문구,2016,강간·강제추행,발생,175
서대문구,2016,강간·강제추행,검거,147
서대문구,2016,절도,발생,1503
서대문구,2016,절도,검거,752
서대문구,2016,폭력,발생,1976
서대문구,2016,폭력,검거,1644
서대문구,2017,소계,발생,3113
서대문구,2017,소계,검거,2299
서대문구,2017,살인,발생,4
서대문구,2017,살인,검거,4
서대문구,2017,강도,발생,1
서대문구,2017,강도,검거,2
서대문구,2017,강간·강제추행,발생,202
서대문구,2017,강간·강제추행,검거,181
서대문구,2017,절도,발생,1230
서대문구,2017,절도,검거,719
서대문구,2017,폭력,발생,1676
서대문구,2017,폭력,검거,1393
서대문구,2018,소계,발생,2802
서대문구,2018,소계,검거,2016
서대문구,2018,살인,발생,5
서대문구,2018,살인,검거,4
서대문구,2018,강도,발생,3
서대문구,2018,강도,검거,3
서대문구,2018,강간·강제추행,발생,206
서대문구,2018,강간·강제추행,검거,189
서대문구,2018,절도,발생,1062
서대문구,2018,절도,검거,585
서대문구,2018,폭력,발생,1526
서대문구,2018,폭력,검거,1235
서대문구,2019,소계,발생,2943
서대문구,2019,소계,검거,2020
서대문구,2019,살인,발생,2
서대문구,2019,살인,검거,1
서대문구,2019,강도,발생,5
서대문구,2019,강도,검거,5
서대문구,2019,강간·강제추행,발생,175
서대문구,2019,강간·강제추행,검거,154
서대문구,2019,절도,발생,1226
서대문구,2019,절도,검거,600
서대문구,2019,폭력,발생,1535
서대문구,2019,폭력,검거,1260
서대문구,2020,소계,발생,2533
서대문구,2020,소계,검거,1706
서대문구,2020,살인,발생,3
서대문구,2020,살인,검거,3
서대문구,2020,강도,발생,2
서대문구,2020,강도,검거,1
서대문구,2020,강간·강제추행,발생,159
서대문구,2020,강간·강제추행,검거,149
서대문구,2020,절도,발생,1077
서대문구,2020,절도,검거,524
서대문구,2020,폭력,발생,1292
서대문구,2020,폭력,검거,1029
서대문구,2021,소계,발생,2278
서대문구,2021,소계,검거,1594
서대문구,2021,살인,발생,3
서대문구,2021,살인,검거,3
서대문구,2021,강도,발생,2
서대문구,2021,강도,검거,2
서대문구,2021,강간·강제추행,발생,137
서대문구,2021,강간·강제추행,검거,120
서대문구,2021,절도,발생,1027
서대문구,2021,절도,검거,562
